                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.0863,                 4.0698,                 1.9696,                0.00067,                0.00037,                0.00034,                 0.0001,                 2.7365,                 4.0104,                 1.6571,                 0.0856,                 0.0016,                 0.0016
                      1,                 2.4604,                 3.1709,                 1.4563,                0.07234,                0.09524,                0.07173,                0.02766,                 2.3899,                 3.2275,                 1.2135,               0.069973,              0.0029733,              0.0029733
                      2,                 2.4191,                 1.9105,                 1.4095,                0.78416,                 0.1293,                0.10129,                 0.0386,                 2.3405,                 2.8755,                 1.3806,                0.05401,                0.00401,                0.00401
                      3,                 2.2597,                  1.693,                 1.3893,                0.11542,                0.13617,                0.10037,                0.03652,                 2.5451,                  4.035,                 1.2694,                0.03771,              0.0047101,              0.0047101
                      4,                 2.2629,                 1.7008,                 1.3737,                0.15211,                0.14564,                0.12715,                0.04637,                  2.266,                 3.0092,                 1.4299,               0.021074,              0.0050736,              0.0050736
                      5,                 2.2359,                 1.6181,                 1.3513,                0.15111,                0.13525,                 0.1222,                0.04976,                 2.3549,                 2.8621,                  1.481,                0.00505,                0.00505,                0.00505
                      6,                 2.2239,                 1.6079,                 1.3369,                0.15646,                0.15437,                0.13817,                0.05321,                 2.2865,                 2.6252,                 1.4128,                0.00505,                0.00505,                0.00505
                      7,                 2.1381,                 1.5348,                 1.3219,                0.49377,                   0.15,                0.13875,                0.04974,                 2.4609,                 2.5916,                  1.454,                0.00406,                0.00406,                0.00406
                      8,                 2.1108,                 1.5152,                 1.2639,                0.84534,                 0.1566,                0.15168,                0.05873,                 2.2982,                 2.4829,                 1.4196,                0.00307,                0.00307,                0.00307
                      9,                 2.0192,                 1.5015,                 1.2678,                0.84174,                0.15975,                0.17232,                0.07443,                 2.0443,                 2.2886,                 1.3153,                0.00208,                0.00208,                0.00208
